SkillID;SkillName;SkillLevel;SkillDmgToArmor;SkillDmgToShield;Cost;Acc;StunChance;KnockoutChance;ChillChance;FlameChance;UpliftChance;SelfShieldDrain;SkillType;SkillDescription;SkillTarget
210;Skok adrenaliny;6ABA;0;0;5;0;0;0;0;0;0;0;Bojowe;Skok adrenaliny wyzwala u ¿o³nierza wiêksz¹ iloœæ tego hormonu w organizmie, dziêki czemu reaguje on b³yskawicznie, samemu widz¹c œwiat wrêcz w lekkim spowolnieniu. Dziêki temu mo¿e dok³adniej wycelowaæ z broni, jak i uchroniæ siê przed nadci¹gaj¹cym atakiem. Adrenalina mo¿e pomóc zignorowaæ ból wywo³any ranami, lub zmusiæ organizm do niezwyk³ego wysi³ku fizycznego, a tak¿e przyspieszyæ dzia³ania w czasie walki.;self
211;Skok adrenaliny;6BAB;0;0;4;0;0;0;0;0;0;0;Bojowe;Skok adrenaliny wyzwala u ¿o³nierza wiêksz¹ iloœæ tego hormonu w organizmie, dziêki czemu reaguje on b³yskawicznie, samemu widz¹c œwiat wrêcz w lekkim spowolnieniu. Dziêki temu mo¿e dok³adniej wycelowaæ z broni, jak i uchroniæ siê przed nadci¹gaj¹cym atakiem. Adrenalina mo¿e pomóc zignorowaæ ból wywo³any ranami, lub zmusiæ organizm do niezwyk³ego wysi³ku fizycznego, a tak¿e przyspieszyæ dzia³ania w czasie walki.;self
212;Pakiet Stymulantów;1;0;0;7;0;0;0;0;0;0;0;Bojowe;Pakiet bêd¹cy na wyposa¿eniu wysoko wyszkolonych ¿o³nierzy - zawiera specjalnie zaprojektowan¹ mieszankê substancji stymulacyjnych, których dzia³anie polega na natychmiastowym zwiêkszeniu efektywnoœci w obecnie prowadzonej walce.;self
213;Pakiet Stymulantów;2;0;0;7;0;0;0;0;0;0;0;Bojowe;Pakiet bêd¹cy na wyposa¿eniu wysoko wyszkolonych ¿o³nierzy - zawiera specjalnie zaprojektowan¹ mieszankê substancji stymulacyjnych, których dzia³anie polega na natychmiastowym zwiêkszeniu efektywnoœci w obecnie prowadzonej walce.;self
214;Pakiet Stymulantów;3;0;0;7;0;0;0;0;0;0;0;Bojowe;Pakiet bêd¹cy na wyposa¿eniu wysoko wyszkolonych ¿o³nierzy - zawiera specjalnie zaprojektowan¹ mieszankê substancji stymulacyjnych, których dzia³anie polega na natychmiastowym zwiêkszeniu efektywnoœci w obecnie prowadzonej walce.;self
215;Pakiet Stymulantów;4A;0;0;7;0;0;0;0;0;0;0;Bojowe;Pakiet bêd¹cy na wyposa¿eniu wysoko wyszkolonych ¿o³nierzy - zawiera specjalnie zaprojektowan¹ mieszankê substancji stymulacyjnych, których dzia³anie polega na natychmiastowym zwiêkszeniu efektywnoœci w obecnie prowadzonej walce.;self
216;Pakiet Stymulantów;4B;0;0;7;0;0;0;0;0;0;0;Bojowe;Pakiet bêd¹cy na wyposa¿eniu wysoko wyszkolonych ¿o³nierzy - zawiera specjalnie zaprojektowan¹ mieszankê substancji stymulacyjnych, których dzia³anie polega na natychmiastowym zwiêkszeniu efektywnoœci w obecnie prowadzonej walce.;self
217;Pakiet Stymulantów;5AA;0;0;7;0;0;0;0;0;0;0;Bojowe;Pakiet bêd¹cy na wyposa¿eniu wysoko wyszkolonych ¿o³nierzy - zawiera specjalnie zaprojektowan¹ mieszankê substancji stymulacyjnych, których dzia³anie polega na natychmiastowym zwiêkszeniu efektywnoœci w obecnie prowadzonej walce.;self
218;Pakiet Stymulantów;5AB;0;0;6;0;0;0;0;0;0;0;Bojowe;Pakiet bêd¹cy na wyposa¿eniu wysoko wyszkolonych ¿o³nierzy - zawiera specjalnie zaprojektowan¹ mieszankê substancji stymulacyjnych, których dzia³anie polega na natychmiastowym zwiêkszeniu efektywnoœci w obecnie prowadzonej walce.;self
219;Pakiet Stymulantów;5BA;0;0;7;0;0;0;0;0;0;0;Bojowe;Pakiet bêd¹cy na wyposa¿eniu wysoko wyszkolonych ¿o³nierzy - zawiera specjalnie zaprojektowan¹ mieszankê substancji stymulacyjnych, których dzia³anie polega na natychmiastowym zwiêkszeniu efektywnoœci w obecnie prowadzonej walce.;self
220;Pakiet Stymulantów;5BB;0;0;6;0;0;0;0;0;0;0;Bojowe;Pakiet bêd¹cy na wyposa¿eniu wysoko wyszkolonych ¿o³nierzy - zawiera specjalnie zaprojektowan¹ mieszankê substancji stymulacyjnych, których dzia³anie polega na natychmiastowym zwiêkszeniu efektywnoœci w obecnie prowadzonej walce.;self
221;Pakiet Stymulantów;6AAA;0;0;7;0;0;0;0;0;0;0;Bojowe;Pakiet bêd¹cy na wyposa¿eniu wysoko wyszkolonych ¿o³nierzy - zawiera specjalnie zaprojektowan¹ mieszankê substancji stymulacyjnych, których dzia³anie polega na natychmiastowym zwiêkszeniu efektywnoœci w obecnie prowadzonej walce.;self
222;Pakiet Stymulantów;6AAB;0;0;7;0;0;0;0;0;0;0;Bojowe;Pakiet bêd¹cy na wyposa¿eniu wysoko wyszkolonych ¿o³nierzy - zawiera specjalnie zaprojektowan¹ mieszankê substancji stymulacyjnych, których dzia³anie polega na natychmiastowym zwiêkszeniu efektywnoœci w obecnie prowadzonej walce.;self
223;Pakiet Stymulantów;6ABB;0;0;6;0;0;0;0;0;0;0;Bojowe;Pakiet bêd¹cy na wyposa¿eniu wysoko wyszkolonych ¿o³nierzy - zawiera specjalnie zaprojektowan¹ mieszankê substancji stymulacyjnych, których dzia³anie polega na natychmiastowym zwiêkszeniu efektywnoœci w obecnie prowadzonej walce.;self
224;Pakiet Stymulantów;6BBB;0;0;6;0;0;0;0;0;0;0;Bojowe;Pakiet bêd¹cy na wyposa¿eniu wysoko wyszkolonych ¿o³nierzy - zawiera specjalnie zaprojektowan¹ mieszankê substancji stymulacyjnych, których dzia³anie polega na natychmiastowym zwiêkszeniu efektywnoœci w obecnie prowadzonej walce.;self
225;Pakiet Stymulantów;6BBA;0;0;6;0;0;0;0;0;0;0;Bojowe;Pakiet bêd¹cy na wyposa¿eniu wysoko wyszkolonych ¿o³nierzy - zawiera specjalnie zaprojektowan¹ mieszankê substancji stymulacyjnych, których dzia³anie polega na natychmiastowym zwiêkszeniu efektywnoœci w obecnie prowadzonej walce.;self
226;Pakiet Stymulantów;6BAA;0;0;7;0;0;0;0;0;0;0;Bojowe;Pakiet bêd¹cy na wyposa¿eniu wysoko wyszkolonych ¿o³nierzy - zawiera specjalnie zaprojektowan¹ mieszankê substancji stymulacyjnych, których dzia³anie polega na natychmiastowym zwiêkszeniu efektywnoœci w obecnie prowadzonej walce.;self
227;Pakiet Stymulantów;6ABA;0;0;6;0;0;0;0;0;0;0;Bojowe;Pakiet bêd¹cy na wyposa¿eniu wysoko wyszkolonych ¿o³nierzy - zawiera specjalnie zaprojektowan¹ mieszankê substancji stymulacyjnych, których dzia³anie polega na natychmiastowym zwiêkszeniu efektywnoœci w obecnie prowadzonej walce.;self
228;Pakiet Stymulantów;6BAB;0;0;7;0;0;0;0;0;0;0;Bojowe;Pakiet bêd¹cy na wyposa¿eniu wysoko wyszkolonych ¿o³nierzy - zawiera specjalnie zaprojektowan¹ mieszankê substancji stymulacyjnych, których dzia³anie polega na natychmiastowym zwiêkszeniu efektywnoœci w obecnie prowadzonej walce.;self
229;Szkolenie bojowe;1;0;0;0;0;0;0;0;0;0;0;Bojowe;Zdolnoœæ pasywna, skupiona na ró¿nych, potencjalnych œcie¿kach rozwoju postaci bojowych. Wp³ywa na wiele aspektów walki, g³ównie skupionej na korzystaniu z broni, daje te¿ mo¿liwoœci obrania bardziej defensywnych strategii. ;self
230;Szkolenie bojowe;2;0;0;0;0;0;0;0;0;0;0;Bojowe;Zdolnoœæ pasywna, skupiona na ró¿nych, potencjalnych œcie¿kach rozwoju postaci bojowych. Wp³ywa na wiele aspektów walki, g³ównie skupionej na korzystaniu z broni, daje te¿ mo¿liwoœci obrania bardziej defensywnych strategii. ;self
231;Szkolenie bojowe;3;0;0;0;0;0;0;0;0;0;0;Bojowe;Zdolnoœæ pasywna, skupiona na ró¿nych, potencjalnych œcie¿kach rozwoju postaci bojowych. Wp³ywa na wiele aspektów walki, g³ównie skupionej na korzystaniu z broni, daje te¿ mo¿liwoœci obrania bardziej defensywnych strategii. ;self
232;Szkolenie bojowe;4A;0;0;0;0;0;0;0;0;0;0;Bojowe;Zdolnoœæ pasywna, skupiona na ró¿nych, potencjalnych œcie¿kach rozwoju postaci bojowych. Wp³ywa na wiele aspektów walki, g³ównie skupionej na korzystaniu z broni, daje te¿ mo¿liwoœci obrania bardziej defensywnych strategii. ;self
233;Szkolenie bojowe;4B;0;0;0;0;0;0;0;0;0;0;Bojowe;Zdolnoœæ pasywna, skupiona na ró¿nych, potencjalnych œcie¿kach rozwoju postaci bojowych. Wp³ywa na wiele aspektów walki, g³ównie skupionej na korzystaniu z broni, daje te¿ mo¿liwoœci obrania bardziej defensywnych strategii. ;self
234;Szkolenie bojowe;5AA;0;0;0;0;0;0;0;0;0;0;Bojowe;Zdolnoœæ pasywna, skupiona na ró¿nych, potencjalnych œcie¿kach rozwoju postaci bojowych. Wp³ywa na wiele aspektów walki, g³ównie skupionej na korzystaniu z broni, daje te¿ mo¿liwoœci obrania bardziej defensywnych strategii. ;self
235;Szkolenie bojowe;5AB;0;0;0;0;0;0;0;0;0;0;Bojowe;Zdolnoœæ pasywna, skupiona na ró¿nych, potencjalnych œcie¿kach rozwoju postaci bojowych. Wp³ywa na wiele aspektów walki, g³ównie skupionej na korzystaniu z broni, daje te¿ mo¿liwoœci obrania bardziej defensywnych strategii. ;self
236;Szkolenie bojowe;5BA;0;0;0;0;0;0;0;0;0;0;Bojowe;Zdolnoœæ pasywna, skupiona na ró¿nych, potencjalnych œcie¿kach rozwoju postaci bojowych. Wp³ywa na wiele aspektów walki, g³ównie skupionej na korzystaniu z broni, daje te¿ mo¿liwoœci obrania bardziej defensywnych strategii. ;self
237;Szkolenie bojowe;5BB;0;0;0;0;0;0;0;0;0;0;Bojowe;Zdolnoœæ pasywna, skupiona na ró¿nych, potencjalnych œcie¿kach rozwoju postaci bojowych. Wp³ywa na wiele aspektów walki, g³ównie skupionej na korzystaniu z broni, daje te¿ mo¿liwoœci obrania bardziej defensywnych strategii. ;self
238;Szkolenie bojowe;6AAA;0;0;0;0;0;0;0;0;0;0;Bojowe;Zdolnoœæ pasywna, skupiona na ró¿nych, potencjalnych œcie¿kach rozwoju postaci bojowych. Wp³ywa na wiele aspektów walki, g³ównie skupionej na korzystaniu z broni, daje te¿ mo¿liwoœci obrania bardziej defensywnych strategii. ;self
239;Szkolenie bojowe;6AAB;0;0;0;0;0;0;0;0;0;0;Bojowe;Zdolnoœæ pasywna, skupiona na ró¿nych, potencjalnych œcie¿kach rozwoju postaci bojowych. Wp³ywa na wiele aspektów walki, g³ównie skupionej na korzystaniu z broni, daje te¿ mo¿liwoœci obrania bardziej defensywnych strategii. ;self
240;Szkolenie bojowe;6ABB;0;0;0;0;0;0;0;0;0;0;Bojowe;Zdolnoœæ pasywna, skupiona na ró¿nych, potencjalnych œcie¿kach rozwoju postaci bojowych. Wp³ywa na wiele aspektów walki, g³ównie skupionej na korzystaniu z broni, daje te¿ mo¿liwoœci obrania bardziej defensywnych strategii. ;self
241;Szkolenie bojowe;6BBB;0;0;0;0;0;0;0;0;0;0;Bojowe;Zdolnoœæ pasywna, skupiona na ró¿nych, potencjalnych œcie¿kach rozwoju postaci bojowych. Wp³ywa na wiele aspektów walki, g³ównie skupionej na korzystaniu z broni, daje te¿ mo¿liwoœci obrania bardziej defensywnych strategii. ;self
242;Szkolenie bojowe;6BBA;0;0;0;0;0;0;0;0;0;0;Bojowe;Zdolnoœæ pasywna, skupiona na ró¿nych, potencjalnych œcie¿kach rozwoju postaci bojowych. Wp³ywa na wiele aspektów walki, g³ównie skupionej na korzystaniu z broni, daje te¿ mo¿liwoœci obrania bardziej defensywnych strategii. ;self
243;Szkolenie bojowe;6BAA;0;0;0;0;0;0;0;0;0;0;Bojowe;Zdolnoœæ pasywna, skupiona na ró¿nych, potencjalnych œcie¿kach rozwoju postaci bojowych. Wp³ywa na wiele aspektów walki, g³ównie skupionej na korzystaniu z broni, daje te¿ mo¿liwoœci obrania bardziej defensywnych strategii. ;self
244;Szkolenie bojowe;6ABA;0;0;0;0;0;0;0;0;0;0;Bojowe;Zdolnoœæ pasywna, skupiona na ró¿nych, potencjalnych œcie¿kach rozwoju postaci bojowych. Wp³ywa na wiele aspektów walki, g³ównie skupionej na korzystaniu z broni, daje te¿ mo¿liwoœci obrania bardziej defensywnych strategii. ;self
245;Szkolenie bojowe;6BAB;0;0;0;0;0;0;0;0;0;0;Bojowe;Zdolnoœæ pasywna, skupiona na ró¿nych, potencjalnych œcie¿kach rozwoju postaci bojowych. Wp³ywa na wiele aspektów walki, g³ównie skupionej na korzystaniu z broni, daje te¿ mo¿liwoœci obrania bardziej defensywnych strategii. ;self
246;Strza³ wstrz¹sowy;1;50;50;5;0;0;100;0;0;0;0;Bojowe;Zdolnoœæ pozwala na wystrzelenie z broni pojedynczego, wzmocnionego pocisku, który mo¿e powaliæ wrogów. Porusza siê w linii prostej, mimo niewielkiej si³y jego atutem jest szybkostrzelnoœæ i wywo³ywanie eksplozji, jeœli cel znajduje siê pod wp³ywem jednego z efektów specjalnych.;target
247;Strza³ wstrz¹sowy;2;80;80;5;0;0;100;0;0;0;0;Bojowe;Zdolnoœæ pozwala na wystrzelenie z broni pojedynczego, wzmocnionego pocisku, który mo¿e powaliæ wrogów. Porusza siê w linii prostej, mimo niewielkiej si³y jego atutem jest szybkostrzelnoœæ i wywo³ywanie eksplozji, jeœli cel znajduje siê pod wp³ywem jednego z efektów specjalnych.;target
248;Strza³ wstrz¹sowy;3;80;80;5;5;0;100;0;0;0;0;Bojowe;Zdolnoœæ pozwala na wystrzelenie z broni pojedynczego, wzmocnionego pocisku, który mo¿e powaliæ wrogów. Porusza siê w linii prostej, mimo niewielkiej si³y jego atutem jest szybkostrzelnoœæ i wywo³ywanie eksplozji, jeœli cel znajduje siê pod wp³ywem jednego z efektów specjalnych.;target
249;Strza³ wstrz¹sowy;4A;80;80;5;5;0;100;0;0;0;0;Bojowe;Zdolnoœæ pozwala na wystrzelenie z broni pojedynczego, wzmocnionego pocisku, który mo¿e powaliæ wrogów. Porusza siê w linii prostej, mimo niewielkiej si³y jego atutem jest szybkostrzelnoœæ i wywo³ywanie eksplozji, jeœli cel znajduje siê pod wp³ywem jednego z efektów specjalnych.;target
250;Strza³ wstrz¹sowy;4B;80;80;5;5;0;100;0;0;0;0;Bojowe;Zdolnoœæ pozwala na wystrzelenie z broni pojedynczego, wzmocnionego pocisku, który mo¿e powaliæ wrogów. Porusza siê w linii prostej, mimo niewielkiej si³y jego atutem jest szybkostrzelnoœæ i wywo³ywanie eksplozji, jeœli cel znajduje siê pod wp³ywem jednego z efektów specjalnych.;target
251;Strza³ wstrz¹sowy;5AA;80;80;4;5;0;100;0;0;0;0;Bojowe;Zdolnoœæ pozwala na wystrzelenie z broni pojedynczego, wzmocnionego pocisku, który mo¿e powaliæ wrogów. Porusza siê w linii prostej, mimo niewielkiej si³y jego atutem jest szybkostrzelnoœæ i wywo³ywanie eksplozji, jeœli cel znajduje siê pod wp³ywem jednego z efektów specjalnych.;target
252;Strza³ wstrz¹sowy;5AB;80;80;5;5;0;100;0;0;0;0;Bojowe;Zdolnoœæ pozwala na wystrzelenie z broni pojedynczego, wzmocnionego pocisku, który mo¿e powaliæ wrogów. Porusza siê w linii prostej, mimo niewielkiej si³y jego atutem jest szybkostrzelnoœæ i wywo³ywanie eksplozji, jeœli cel znajduje siê pod wp³ywem jednego z efektów specjalnych.;target
253;Strza³ wstrz¹sowy;5BA;80;80;4;5;0;100;0;0;0;0;Bojowe;Zdolnoœæ pozwala na wystrzelenie z broni pojedynczego, wzmocnionego pocisku, który mo¿e powaliæ wrogów. Porusza siê w linii prostej, mimo niewielkiej si³y jego atutem jest szybkostrzelnoœæ i wywo³ywanie eksplozji, jeœli cel znajduje siê pod wp³ywem jednego z efektów specjalnych.;target
254;Strza³ wstrz¹sowy;5BB;80;80;5;5;0;100;0;0;0;0;Bojowe;Zdolnoœæ pozwala na wystrzelenie z broni pojedynczego, wzmocnionego pocisku, który mo¿e powaliæ wrogów. Porusza siê w linii prostej, mimo niewielkiej si³y jego atutem jest szybkostrzelnoœæ i wywo³ywanie eksplozji, jeœli cel znajduje siê pod wp³ywem jednego z efektów specjalnych.;target
255;Strza³ wstrz¹sowy;6AAA;80;80;4;5;0;100;0;0;0;0;Bojowe;Zdolnoœæ pozwala na wystrzelenie z broni pojedynczego, wzmocnionego pocisku, który mo¿e powaliæ wrogów. Porusza siê w linii prostej, mimo niewielkiej si³y jego atutem jest szybkostrzelnoœæ i wywo³ywanie eksplozji, jeœli cel znajduje siê pod wp³ywem jednego z efektów specjalnych.;target
256;Strza³ wstrz¹sowy;6AAB;80;80;4;5;0;100;0;0;0;0;Bojowe;Zdolnoœæ pozwala na wystrzelenie z broni pojedynczego, wzmocnionego pocisku, który mo¿e powaliæ wrogów. Porusza siê w linii prostej, mimo niewielkiej si³y jego atutem jest szybkostrzelnoœæ i wywo³ywanie eksplozji, jeœli cel znajduje siê pod wp³ywem jednego z efektów specjalnych.;target
257;Strza³ wstrz¹sowy;6ABB;80;80;5;5;0;100;0;0;0;0;Bojowe;Zdolnoœæ pozwala na wystrzelenie z broni pojedynczego, wzmocnionego pocisku, który mo¿e powaliæ wrogów. Porusza siê w linii prostej, mimo niewielkiej si³y jego atutem jest szybkostrzelnoœæ i wywo³ywanie eksplozji, jeœli cel znajduje siê pod wp³ywem jednego z efektów specjalnych.;target
258;Strza³ wstrz¹sowy;6BBB;80;80;5;5;0;100;0;0;0;0;Bojowe;Zdolnoœæ pozwala na wystrzelenie z broni pojedynczego, wzmocnionego pocisku, który mo¿e powaliæ wrogów. Porusza siê w linii prostej, mimo niewielkiej si³y jego atutem jest szybkostrzelnoœæ i wywo³ywanie eksplozji, jeœli cel znajduje siê pod wp³ywem jednego z efektów specjalnych.;target
259;Strza³ wstrz¹sowy;6BBA;80;80;5;5;0;100;0;0;0;0;Bojowe;Zdolnoœæ pozwala na wystrzelenie z broni pojedynczego, wzmocnionego pocisku, który mo¿e powaliæ wrogów. Porusza siê w linii prostej, mimo niewielkiej si³y jego atutem jest szybkostrzelnoœæ i wywo³ywanie eksplozji, jeœli cel znajduje siê pod wp³ywem jednego z efektów specjalnych.;target
260;Strza³ wstrz¹sowy;6BAA;80;80;4;5;0;100;0;0;0;0;Bojowe;Zdolnoœæ pozwala na wystrzelenie z broni pojedynczego, wzmocnionego pocisku, który mo¿e powaliæ wrogów. Porusza siê w linii prostej, mimo niewielkiej si³y jego atutem jest szybkostrzelnoœæ i wywo³ywanie eksplozji, jeœli cel znajduje siê pod wp³ywem jednego z efektów specjalnych.;target
261;Strza³ wstrz¹sowy;6ABA;80;80;5;5;0;100;0;0;0;0;Bojowe;Zdolnoœæ pozwala na wystrzelenie z broni pojedynczego, wzmocnionego pocisku, który mo¿e powaliæ wrogów. Porusza siê w linii prostej, mimo niewielkiej si³y jego atutem jest szybkostrzelnoœæ i wywo³ywanie eksplozji, jeœli cel znajduje siê pod wp³ywem jednego z efektów specjalnych.;target
262;Strza³ wstrz¹sowy;6BAB;80;80;4;5;0;100;0;0;0;0;Bojowe;Zdolnoœæ pozwala na wystrzelenie z broni pojedynczego, wzmocnionego pocisku, który mo¿e powaliæ wrogów. Porusza siê w linii prostej, mimo niewielkiej si³y jego atutem jest szybkostrzelnoœæ i wywo³ywanie eksplozji, jeœli cel znajduje siê pod wp³ywem jednego z efektów specjalnych.;target
263;RzeŸ;1;150;50;9;0;0;0;0;0;0;0;Bojowe;RzeŸ pozwala na wystrzelenie z broni pojedynczego pocisku, który po zetkniêciu siê z cia³em przeciwnika wybucha, zadaj¹c obra¿enia zarówno jemu, jak i wrogom w pobli¿u. Jest szczególnie przydatny w walce przeciwko celom opancerzonym, jak i nadaje siê do obezw³adniania i powalania na ziemiê przeciwników.;target
264;RzeŸ;2;200;60;9;0;0;0;0;0;0;0;Bojowe;RzeŸ pozwala na wystrzelenie z broni pojedynczego pocisku, który po zetkniêciu siê z cia³em przeciwnika wybucha, zadaj¹c obra¿enia zarówno jemu, jak i wrogom w pobli¿u. Jest szczególnie przydatny w walce przeciwko celom opancerzonym, jak i nadaje siê do obezw³adniania i powalania na ziemiê przeciwników.;target
265;RzeŸ;3;200;60;9;5;0;0;0;0;0;0;Bojowe;RzeŸ pozwala na wystrzelenie z broni pojedynczego pocisku, który po zetkniêciu siê z cia³em przeciwnika wybucha, zadaj¹c obra¿enia zarówno jemu, jak i wrogom w pobli¿u. Jest szczególnie przydatny w walce przeciwko celom opancerzonym, jak i nadaje siê do obezw³adniania i powalania na ziemiê przeciwników.;target
266;RzeŸ;4A;200;60;9;5;0;0;0;0;0;0;Bojowe;RzeŸ pozwala na wystrzelenie z broni pojedynczego pocisku, który po zetkniêciu siê z cia³em przeciwnika wybucha, zadaj¹c obra¿enia zarówno jemu, jak i wrogom w pobli¿u. Jest szczególnie przydatny w walce przeciwko celom opancerzonym, jak i nadaje siê do obezw³adniania i powalania na ziemiê przeciwników.;target
267;RzeŸ;4B;200;60;9;5;0;0;0;0;0;0;Bojowe;RzeŸ pozwala na wystrzelenie z broni pojedynczego pocisku, który po zetkniêciu siê z cia³em przeciwnika wybucha, zadaj¹c obra¿enia zarówno jemu, jak i wrogom w pobli¿u. Jest szczególnie przydatny w walce przeciwko celom opancerzonym, jak i nadaje siê do obezw³adniania i powalania na ziemiê przeciwników.;target
268;RzeŸ;5AA;200;60;8;5;0;0;0;0;0;0;Bojowe;RzeŸ pozwala na wystrzelenie z broni pojedynczego pocisku, który po zetkniêciu siê z cia³em przeciwnika wybucha, zadaj¹c obra¿enia zarówno jemu, jak i wrogom w pobli¿u. Jest szczególnie przydatny w walce przeciwko celom opancerzonym, jak i nadaje siê do obezw³adniania i powalania na ziemiê przeciwników.;target
269;RzeŸ;5AB;250;80;9;5;0;0;0;0;0;0;Bojowe;RzeŸ pozwala na wystrzelenie z broni pojedynczego pocisku, który po zetkniêciu siê z cia³em przeciwnika wybucha, zadaj¹c obra¿enia zarówno jemu, jak i wrogom w pobli¿u. Jest szczególnie przydatny w walce przeciwko celom opancerzonym, jak i nadaje siê do obezw³adniania i powalania na ziemiê przeciwników.;target
270;RzeŸ;5BA;200;60;8;5;0;0;0;0;0;0;Bojowe;RzeŸ pozwala na wystrzelenie z broni pojedynczego pocisku, który po zetkniêciu siê z cia³em przeciwnika wybucha, zadaj¹c obra¿enia zarówno jemu, jak i wrogom w pobli¿u. Jest szczególnie przydatny w walce przeciwko celom opancerzonym, jak i nadaje siê do obezw³adniania i powalania na ziemiê przeciwników.;target
271;RzeŸ;5BB;250;80;9;5;0;0;0;0;0;0;Bojowe;RzeŸ pozwala na wystrzelenie z broni pojedynczego pocisku, który po zetkniêciu siê z cia³em przeciwnika wybucha, zadaj¹c obra¿enia zarówno jemu, jak i wrogom w pobli¿u. Jest szczególnie przydatny w walce przeciwko celom opancerzonym, jak i nadaje siê do obezw³adniania i powalania na ziemiê przeciwników.;target
272;RzeŸ;6AAA;200;60;8;5;0;0;0;100;0;0;Bojowe;RzeŸ pozwala na wystrzelenie z broni pojedynczego pocisku, który po zetkniêciu siê z cia³em przeciwnika wybucha, zadaj¹c obra¿enia zarówno jemu, jak i wrogom w pobli¿u. Jest szczególnie przydatny w walce przeciwko celom opancerzonym, jak i nadaje siê do obezw³adniania i powalania na ziemiê przeciwników.;target
273;RzeŸ;6AAB;300;110;8;5;0;0;0;0;0;0;Bojowe;RzeŸ pozwala na wystrzelenie z broni pojedynczego pocisku, który po zetkniêciu siê z cia³em przeciwnika wybucha, zadaj¹c obra¿enia zarówno jemu, jak i wrogom w pobli¿u. Jest szczególnie przydatny w walce przeciwko celom opancerzonym, jak i nadaje siê do obezw³adniania i powalania na ziemiê przeciwników.;target
274;RzeŸ;6ABB;350;130;9;5;0;0;0;0;0;0;Bojowe;RzeŸ pozwala na wystrzelenie z broni pojedynczego pocisku, który po zetkniêciu siê z cia³em przeciwnika wybucha, zadaj¹c obra¿enia zarówno jemu, jak i wrogom w pobli¿u. Jest szczególnie przydatny w walce przeciwko celom opancerzonym, jak i nadaje siê do obezw³adniania i powalania na ziemiê przeciwników.;target
275;RzeŸ;6BBB;350;130;9;5;0;0;0;0;0;0;Bojowe;RzeŸ pozwala na wystrzelenie z broni pojedynczego pocisku, który po zetkniêciu siê z cia³em przeciwnika wybucha, zadaj¹c obra¿enia zarówno jemu, jak i wrogom w pobli¿u. Jest szczególnie przydatny w walce przeciwko celom opancerzonym, jak i nadaje siê do obezw³adniania i powalania na ziemiê przeciwników.;target
276;RzeŸ;6BBA;250;80;9;5;0;0;0;100;0;0;Bojowe;RzeŸ pozwala na wystrzelenie z broni pojedynczego pocisku, który po zetkniêciu siê z cia³em przeciwnika wybucha, zadaj¹c obra¿enia zarówno jemu, jak i wrogom w pobli¿u. Jest szczególnie przydatny w walce przeciwko celom opancerzonym, jak i nadaje siê do obezw³adniania i powalania na ziemiê przeciwników.;target
277;RzeŸ;6BAA;200;60;8;5;0;0;0;100;0;0;Bojowe;RzeŸ pozwala na wystrzelenie z broni pojedynczego pocisku, który po zetkniêciu siê z cia³em przeciwnika wybucha, zadaj¹c obra¿enia zarówno jemu, jak i wrogom w pobli¿u. Jest szczególnie przydatny w walce przeciwko celom opancerzonym, jak i nadaje siê do obezw³adniania i powalania na ziemiê przeciwników.;target
278;RzeŸ;6ABA;250;80;9;5;0;0;0;100;0;0;Bojowe;RzeŸ pozwala na wystrzelenie z broni pojedynczego pocisku, który po zetkniêciu siê z cia³em przeciwnika wybucha, zadaj¹c obra¿enia zarówno jemu, jak i wrogom w pobli¿u. Jest szczególnie przydatny w walce przeciwko celom opancerzonym, jak i nadaje siê do obezw³adniania i powalania na ziemiê przeciwników.;target
279;RzeŸ;6BAB;300;110;8;5;0;0;0;0;0;0;Bojowe;RzeŸ pozwala na wystrzelenie z broni pojedynczego pocisku, który po zetkniêciu siê z cia³em przeciwnika wybucha, zadaj¹c obra¿enia zarówno jemu, jak i wrogom w pobli¿u. Jest szczególnie przydatny w walce przeciwko celom opancerzonym, jak i nadaje siê do obezw³adniania i powalania na ziemiê przeciwników.;target
280;Umocnienie;1;0;0;10;0;0;0;0;0;0;0;Bojowe;Ta umiejêtnoœæ pozwala wzmocniæ pancerz pr¹dami wirowymi, które póŸniej mo¿na roz³adowaæ, przekazuj¹c ich moc do rêkawic w celu zwiêkszenia obra¿eñ zadawanych w walce wrêcz. Zastosowana technologia ogranicza jednak w pewnym stopniu swobodê ruchu, negatywnie wp³ywaj¹c na celnoœæ strza³u.;self
281;Umocnienie;2;0;0;10;5;0;0;0;0;0;0;Bojowe;Ta umiejêtnoœæ pozwala wzmocniæ pancerz pr¹dami wirowymi, które póŸniej mo¿na roz³adowaæ, przekazuj¹c ich moc do rêkawic w celu zwiêkszenia obra¿eñ zadawanych w walce wrêcz. Zastosowana technologia ogranicza jednak w pewnym stopniu swobodê ruchu, negatywnie wp³ywaj¹c na celnoœæ strza³u.;self
282;Umocnienie;3;0;0;10;5;0;0;0;0;0;0;Bojowe;Ta umiejêtnoœæ pozwala wzmocniæ pancerz pr¹dami wirowymi, które póŸniej mo¿na roz³adowaæ, przekazuj¹c ich moc do rêkawic w celu zwiêkszenia obra¿eñ zadawanych w walce wrêcz. Zastosowana technologia ogranicza jednak w pewnym stopniu swobodê ruchu, negatywnie wp³ywaj¹c na celnoœæ strza³u.;self
